bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
52.0,5834.0,5801.0,33.0,99.43435035995886,0.5656496400411442,303396.0,296994.0,6402.0,51.64717830287769,76.12366230677765,24.476484003899955,46.39081537019681
53.0,5835.0,5785.0,50.0,99.14310197086547,0.856898029134527,309231.0,302779.0,6452.0,52.653188277766574,76.71819262782402,24.06500435005745,46.927929324240544
54.0,5834.0,5785.0,49.0,99.16009598902983,0.839904010970173,315065.0,308564.0,6501.0,53.65919825265545,77.30083234244947,23.641634089794017,47.46408244885402
55.0,5835.0,5782.0,53.0,99.0916880891174,0.9083119108826025,320900.0,314346.0,6554.0,54.664686528335224,77.93103448275862,23.266347954423395,47.962465669819956
56.0,5834.0,5794.0,40.0,99.3143640726774,0.6856359273225934,326734.0,320140.0,6594.0,55.672261600851414,78.40665873959571,22.7343971387443,48.55019714892326
57.0,5835.0,5796.0,39.0,99.33161953727506,0.6683804627249401,332569.0,325936.0,6633.0,56.68018447284034,78.87039239001189,22.19020791717155,49.13854967586311
58.0,5834.0,5792.0,42.0,99.28008227631128,0.7199177236887238,338403.0,331728.0,6675.0,57.68741174588379,79.36979785969085,21.682386113807055,49.697078651685395
59.0,5835.0,5794.0,41.0,99.29734361610969,0.7026563838903144,344238.0,337522.0,6716.0,58.69498681839998,79.85731272294888,21.162325904548894,50.2564026206075
60.0,5834.0,5777.0,57.0,99.0229688035653,0.9770311964346945,350072.0,343299.0,6773.0,59.69960559539792,80.53507728894174,20.835471693543816,50.68640188985678
61.0,5835.0,5785.0,50.0,99.14310197086547,0.856898029134527,355907.0,349084.0,6823.0,60.705615570286795,81.12960760998811,20.423992039701318,51.16283159900337
62.0,5834.0,5787.0,47.0,99.19437778539596,0.8056222146040426,361741.0,354871.0,6870.0,61.711973344648406,81.6884661117717,19.976492767123297,51.655167394468705
63.0,5835.0,5791.0,44.0,99.24592973436161,0.75407026563839,367576.0,360662.0,6914.0,62.719026717955494,82.2116527942925,19.49262607633701,52.164015041943884
64.0,5835.0,5787.0,48.0,99.17737789203085,0.8226221079691527,373411.0,366449.0,6962.0,63.72538449231711,82.78240190249703,19.057017410179917,52.63559322033898
65.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,379245.0,372253.0,6992.0,64.73469856219698,83.13912009512485,18.40442153292787,53.23984553775744
66.0,5835.0,5786.0,49.0,99.16023993144816,0.8397600685518398,385080.0,378039.0,7041.0,65.74088243682223,83.7217598097503,17.980877372928063,53.691095014912655
67.0,5834.0,5783.0,51.0,99.1258141926637,0.8741858073363034,390914.0,383822.0,7092.0,66.74654461223837,84.3281807372176,17.581636124979227,54.12041737168641
68.0,5835.0,5787.0,48.0,99.17737789203085,0.8226221079691527,396749.0,389609.0,7140.0,67.75290238659998,84.89892984542212,17.146027458822132,54.56708683473389
69.0,5834.0,5800.0,34.0,99.4172094617758,0.5827905382242022,402583.0,395409.0,7174.0,68.76152085753438,85.30321046373365,16.54168960619927,55.11695009757457
70.0,5835.0,5796.0,39.0,99.33161953727506,0.6683804627249401,408418.0,401205.0,7213.0,69.7694437295233,85.76694411414982,15.99750038462652,55.62248717593234
71.0,5834.0,5801.0,33.0,99.43435035995886,0.5656496400411442,414252.0,407006.0,7246.0,70.77823610019408,86.15933412604043,15.381098025846356,56.169748826939
72.0,5835.0,5790.0,45.0,99.22879177377892,0.7712082262210771,420087.0,412796.0,7291.0,71.78511557376478,86.69441141498217,14.909295841217386,56.61719928679194
73.0,5834.0,5790.0,44.0,99.24580047994515,0.7541995200548541,425921.0,418586.0,7335.0,72.7919950473355,87.21759809750297,14.425603050167467,57.066939331970005
74.0,5835.0,5783.0,52.0,99.10882604970008,0.8911739502999154,431756.0,424369.0,7387.0,73.79765722275165,87.8359096313912,14.03825240863955,57.44808447272235
75.0,5834.0,5782.0,52.0,99.10867329448062,0.8913267055193757,437590.0,430151.0,7439.0,74.80314549843142,88.45422116527944,13.651075666848016,57.823766635300444
76.0,5835.0,5792.0,43.0,99.2630676949443,0.7369323050557028,443425.0,435943.0,7482.0,75.81037277147487,88.96551724137932,13.155144469904442,58.265570703020586
77.0,5835.0,5791.0,44.0,99.24592973436161,0.75407026563839,449260.0,441734.0,7526.0,76.81742614478196,89.48870392390012,12.671277779118157,58.69439277172469
78.0,5834.0,5795.0,39.0,99.33150497086048,0.6684950291395211,455094.0,447529.0,7565.0,77.82517511703452,89.95243757431629,12.127262457281773,59.15783212161269
79.0,5835.0,5794.0,41.0,99.29734361610969,0.7026563838903144,460929.0,453323.0,7606.0,78.83275018955071,90.43995243757432,11.607202248023611,59.60070996581646
80.0,5834.0,5793.0,41.0,99.29722317449435,0.7027768255056515,466763.0,459116.0,7647.0,79.84015136233053,90.92746730083235,11.087315938501817,60.03870799006146
81.0,5835.0,5787.0,48.0,99.17737789203085,0.8226221079691527,472598.0,464903.0,7695.0,80.84650913669215,91.49821640903686,10.651707272344709,60.41624431448993
82.0,5834.0,5792.0,42.0,99.28008227631128,0.7199177236887238,478432.0,470695.0,7737.0,81.8537364097356,91.99762187871582,10.143885468980216,60.8368876825643
83.0,5835.0,5788.0,47.0,99.19451585261353,0.8054841473864656,484267.0,476483.0,7784.0,82.86026808383359,92.55648038049941,9.69621229666582,61.21312949640288
84.0,5834.0,5791.0,43.0,99.26294137812822,0.7370586218717818,490101.0,482274.0,7827.0,83.86732145714068,93.06777645659929,9.200454999458614,61.616711383671905
85.0,5835.0,5791.0,44.0,99.24592973436161,0.75407026563839,495936.0,488065.0,7871.0,84.87437483044776,93.59096313912009,8.716588308672328,62.00800406555711
86.0,5834.0,5788.0,46.0,99.21151868357902,0.7884813164209845,501770.0,493853.0,7917.0,85.88090650454573,94.13793103448276,8.257024529937027,62.37880510294303
87.0,5835.0,5785.0,50.0,99.14310197086547,0.856898029134527,507605.0,499638.0,7967.0,86.88691647943462,94.73246135552913,7.8455448760945075,62.713442952177736
88.0,5835.0,5782.0,53.0,99.0916880891174,0.9083119108826025,513440.0,505420.0,8020.0,87.89240475511438,95.36266349583829,7.4702587407239065,63.01995012468828
