bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
61.0,2500.0,2492.0,8.0,99.68,0.3199999999999932,152532.0,149602.0,2930.0,60.7013016522219,81.45676953016402,20.755467877942124,51.058703071672355
62.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,155033.0,152083.0,2950.0,61.70797221410719,82.01278843480678,20.304816220699593,51.5535593220339
63.0,2500.0,2475.0,25.0,99.0,1.0,157533.0,154558.0,2975.0,62.7122082643555,82.70781206561023,19.995603801254724,51.952268907563024
64.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,160034.0,157041.0,2993.0,63.719690330119775,83.20822907978871,19.488538749668933,52.46942866688941
65.0,2500.0,2486.0,14.0,99.44,0.5600000000000023,162534.0,159527.0,3007.0,64.72838965170253,83.59744231303864,18.869052661336113,53.05187894911872
66.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,165035.0,162014.0,3021.0,65.73749472522479,83.98665554628857,18.249160821063782,53.62926183382986
67.0,2501.0,2481.0,20.0,99.20031987205118,0.7996801279488182,167536.0,164495.0,3041.0,66.74416528711008,84.54267445093133,17.79850916382125,54.09240381453469
68.0,2500.0,2483.0,17.0,99.32,0.6800000000000068,170036.0,166978.0,3058.0,67.75164735287434,85.01529051987768,17.263643167003337,54.60366252452583
69.0,2501.0,2478.0,23.0,99.08036785285886,0.9196321471411437,172537.0,169456.0,3081.0,68.75710065894116,85.65471226021685,16.8976116012757,55.00032456994482
70.0,2500.0,2478.0,22.0,99.12,0.8799999999999955,175037.0,171934.0,3103.0,69.76255396500795,86.26633305532388,16.50377909031593,55.40895907186594
71.0,2501.0,2484.0,17.0,99.32027189124351,0.6797281087564926,177538.0,174418.0,3120.0,70.77044178271173,86.73894912427022,15.968507341558492,55.90320512820513
72.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,180038.0,176903.0,3135.0,71.77873535235499,87.1559633027523,15.377227950397312,56.428389154704945
73.0,2501.0,2483.0,18.0,99.28028788484606,0.7197121151539392,182539.0,179386.0,3153.0,72.78621741811926,87.65638031693078,14.870162898811515,56.89375198223914
74.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,185039.0,181868.0,3171.0,73.79329373194403,88.15679733110926,14.363503599165227,57.35351624093346
75.0,2501.0,2484.0,17.0,99.32027189124351,0.6797281087564926,187540.0,184352.0,3188.0,74.80118154964781,88.6294134000556,13.82823185040779,57.82685069008783
76.0,2500.0,2490.0,10.0,99.6,0.4000000000000057,190040.0,186842.0,3198.0,75.81150387898855,88.90742285237698,13.095918973388436,58.424640400250155
77.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,192541.0,189329.0,3212.0,76.8206089525108,89.29663608562691,12.47602713311612,58.944271481942714
78.0,2500.0,2488.0,12.0,99.52,0.480000000000004,195041.0,191817.0,3224.0,77.83011977797254,89.63024742841256,11.800127650440018,59.496588089330025
79.0,2501.0,2476.0,25.0,99.00039984006398,0.9996001599360227,197542.0,194293.0,3249.0,78.83476158016035,90.325271059216,11.49050947905566,59.80086180363189
80.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,200042.0,196775.0,3267.0,79.84183789398513,90.8256880733945,10.983850179409373,60.23109886746251
81.0,2501.0,2482.0,19.0,99.24030387844861,0.7596961215513858,202543.0,199257.0,3286.0,80.84891420780991,91.35390603280511,10.504991824995201,60.63816189896531
82.0,2500.0,2480.0,20.0,99.2,0.7999999999999972,205043.0,201737.0,3306.0,81.8551790177557,91.90992493744787,10.054745919692166,61.021476104053235
83.0,2501.0,2482.0,19.0,99.24030387844861,0.7596961215513858,207544.0,204219.0,3325.0,82.86225533158049,92.4381428968585,9.575887565278009,61.41924812030075
84.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,210045.0,206704.0,3341.0,83.87054890122374,92.8829580205727,9.012409119348959,61.868901526489076
85.0,2500.0,2477.0,23.0,99.08,0.9200000000000017,212545.0,209181.0,3364.0,84.87559645535106,93.52237976091187,8.646783305560817,62.18222354340072
86.0,2501.0,2479.0,22.0,99.1203518592563,0.8796481407436971,215046.0,211660.0,3386.0,85.88145551335735,94.1340005560189,8.252545042661552,62.51033668044891
87.0,2500.0,2482.0,18.0,99.28,0.7199999999999989,217546.0,214142.0,3404.0,86.88853182718213,94.63441757019739,7.745885743015251,62.908930669800235
88.0,2501.0,2478.0,23.0,99.08036785285886,0.9196321471411437,220047.0,216620.0,3427.0,87.89398513324893,95.27383931053656,7.379854177287626,63.20980449372629
89.0,2500.0,2487.0,13.0,99.48,0.519999999999996,222547.0,219107.0,3440.0,88.90309020677118,95.63525159855435,6.7321613917831655,63.69389534883721
90.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,225048.0,221596.0,3452.0,89.91300678417242,95.96886294134,6.055856157167582,64.19351100811124
91.0,2500.0,2489.0,11.0,99.56,0.4399999999999977,227548.0,224085.0,3463.0,90.92292336157367,96.27467333889352,5.351749977319855,64.70834536529021
92.0,2501.0,2485.0,16.0,99.36025589764094,0.6397441023590602,230049.0,226570.0,3479.0,91.93121693121694,96.71948846260773,4.788271531390791,65.12503592986491
93.0,2500.0,2481.0,19.0,99.24,0.7600000000000051,232549.0,229051.0,3498.0,92.93788749310222,97.24770642201835,4.30981892891613,65.48056032018296
94.0,2501.0,2489.0,12.0,99.52019192323071,0.47980807676928805,235050.0,231540.0,3510.0,93.94780407050345,97.581317764804,3.6335136943005466,65.96581196581197
95.0,2500.0,2491.0,9.0,99.64,0.35999999999999943,237550.0,234031.0,3519.0,94.95853215178369,97.83152627189324,2.872994120109553,66.50497300369423
96.0,2501.0,2487.0,14.0,99.44022391043582,0.5597760895641812,240051.0,236518.0,3533.0,95.96763722530594,98.22073950514317,2.253102279837236,66.945372204925
97.0,2500.0,2488.0,12.0,99.52,0.480000000000004,242551.0,239006.0,3545.0,96.97714805076768,98.55435084792883,1.5772027971611493,67.42059238363893
98.0,2501.0,2479.0,22.0,99.1203518592563,0.8796481407436971,245052.0,241485.0,3567.0,97.98300710877398,99.16597164303586,1.1829645342618846,67.69974768713205
99.0,2500.0,2485.0,15.0,99.4,0.5999999999999943,247552.0,243970.0,3582.0,98.99130067841725,99.58298582151794,0.5916851431006904,68.10999441652707
100.0,2501.0,2486.0,15.0,99.40023990403839,0.5997600959616136,250053.0,246456.0,3597.0,100.0,100.0,0.0,68.51709758131777
